Monitoring Period Date,NPDES Permit Number,Facility Name,City,State,ZIP Code,County,Total Facility Design Flow (MGD),Parameter Description,Pollutant Load (kg/period),Average Daily Load (kg/day),Average Concentration (mg/L),% Load from DMRs,% Load from Limits,Max Allowable Load (kg/period),Load Over Limit (Option 1) (kg/period),Load Over Limit (Option 2) (kg/period),Wastewater Flow (MGal/period),Average Daily Flow (MGD),Average Wastewater pH
12/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",241.123425,7.778175,0.15,100,0,11252.4265,0,-11011.30308,424.7,13.7,
12/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
12/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",43.4,1.4,1.696702338,100,0,434,0,-390.6,6.758,0.218,6.6
12/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1543.18992,49.78032,0.96,100,0,0,0,,424.7,13.7,
12/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, total (as N)",2867.161724,7.8552376,9.52,100,0,0,0,,6.758,0.218,
12/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4131.248015,133.266065,2.57,100,0,0,0,,424.7,13.7,
12/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, Total As N",71354.38473,195.491465,3.77,100,0,113561.355,0,-42206.97028,424.7,13.7,
12/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Total As N",50852.60771,139.3222129,2.686791173,100,0,351.6217811,0,-77489.3424,424.7,13.7,
12/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, Total As N",,,,100,0,0,0,,0,0,
12/31/18,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,Oil & grease,0,0,0,100,0,13.46986875,0,0,0.23725,0.00065,6.6
12/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Phosphorus, total (as P)",602.3449,1.65026,2,100,0,0,0,,6.758,0.218,
12/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",112.524265,3.629815,0.07,100,0,0,0,,424.7,13.7,
12/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Phosphorus, Total As P",3406.84065,9.33381,0.18,100,0,9463.44625,0,-6056.6056,424.7,13.7,
12/31/18,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, Total As P",2547.845805,6.980399466,0.134615115,100,0,23.01742615,0,-5853.514739,424.7,13.7,
12/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Phosphorus, Total As P",,,,100,0,0,0,,0,0,
12/31/18,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,"Solids, total suspended",5.657344875,0.015499575,6.3,100,0,53.879475,0,-48.22213012,0.23725,0.00065,6.6
12/31/18,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",1.24,0.04,1.761338617,100,0,139.5,0,-138.26,0.186,0.006,8.2
12/31/18,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",93,3,3.635790724,100,0,1333,0,-1240,6.758,0.218,6.6
12/31/18,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/18,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1488,48,0.925667011,100,0,37200,0,-35712,424.7,13.7,7.2
12/31/18,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
12/31/18,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",693.65424,7.53972,12,100,0,1734.1356,0,-1040.48136,15.272,0.166,8.1
12/31/18,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Solids, total suspended",12.88,0.07,18.49405548,100,0,145.36,0,-132.48,0.031,0.001,
1/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",0.93,0.03,1.585204756,100,0,117.8,0,-116.87,0.155,0.005,
1/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",46.5,1.5,2.556781864,100,0,682,0,-635.5,4.805,0.155,6.7
1/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,17670,0,,362.7,11.7,7.1
1/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
1/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.005104073,0,,0.155,0.005,8.1
1/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.352005,0.011355,1.5,100,0,0.422406,0,-0.070401,0.062,0.002,7.3
1/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,54.560775,1.760025,3,100,0,2291.55255,0,-2236.991775,4.805,0.155,6.7
1/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1372.8195,44.2845,1,100,0,172975.257,0,-171602.4375,362.7,11.7,7.1
1/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
1/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),3843.8946,123.9966,2.8,100,0,0,0,,362.7,11.7,
1/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,5.514745,0,,0.155,0.005,
1/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",164.73834,5.31414,0.12,100,0,9609.7365,0,-9444.99816,362.7,11.7,
1/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
1/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",24.8,0.8,1.363616994,100,0,434,0,-409.2,4.805,0.155,6.7
1/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1592.47062,51.37002,1.16,100,0,0,0,,362.7,11.7,
1/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",5436.36522,175.36662,3.96,100,0,0,0,,362.7,11.7,
1/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",96.097365,3.099915,0.07,100,0,0,0,,362.7,11.7,
1/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",0.93,0.03,1.585204756,100,0,139.5,0,-138.57,0.155,0.005,8.1
1/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",93,3,5.113563728,100,0,1333,0,-1240,4.805,0.155,6.7
1/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",155,5,0.112906322,100,0,37200,0,-37045,362.7,11.7,7.1
1/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
2/28/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,106.4,0,,0.168,0.006,
2/28/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",36.4,1.3,2.008544037,100,0,616,0,-579.6,4.788,0.171,6.8
2/28/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,15960,0,,361.2,12.9,7.2
2/28/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,27.16,0,,0,0,
2/28/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.005532156,0,,0.168,0.006,7.9
2/28/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.296744,0.010598,1.4,100,0,0.381528,0,-0.084784,0.056,0.002,7.1
2/28/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,54.36774,1.941705,3,100,0,2283.44508,0,-2229.07734,4.788,0.171,6.8
2/28/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1367.142,48.8265,1,100,0,172259.892,0,-170892.75,361.2,12.9,7.2
2/28/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
2/28/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),2218.203792,79.221564,1.62,100,0,0,0,,361.76,12.92,
2/28/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,5.977272,0,,0.168,0.006,
2/28/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",287.09982,10.253565,0.21,100,0,9569.994,0,-9282.89418,361.2,12.9,
2/28/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
2/28/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",16.8,0.6,0.927020325,100,0,392,0,-375.2,4.788,0.171,6.8
2/28/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",944.790504,33.742518,0.69,100,0,0,0,,361.76,12.92,
2/28/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",3149.30168,112.47506,2.3,100,0,0,0,,361.76,12.92,
2/28/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",301.237552,10.758484,0.22,100,0,0,0,,361.76,12.92,
2/28/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",0.84,0.03,1.321003963,100,0,126,0,-125.16,0.168,0.006,7.9
2/28/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",84,3,4.635101625,100,0,1204,0,-1120,4.788,0.171,6.8
2/28/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1708,61,1.249321577,100,0,33600,0,-31892,361.2,12.9,7.2
2/28/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,47.6,0,,0,0,
3/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3.1,0.1,3.774297037,100,0,117.8,0,-114.7,0.217,0.007,
3/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",49.6,1.6,2.935564362,100,0,682,0,-632.4,4.464,0.144,6.7
3/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",899,29,0.603293148,100,0,17670,0,-16771,393.7,12.7,7.2
3/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
3/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.007145702,0,,0.217,0.007,7.8
3/31/19,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
3/31/19,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,1.08292635,0,,26.01,0.289,7.6
3/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.328538,0.010598,1.4,100,0,0.422406,0,-0.093868,0.062,0.002,7.2
3/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,33.79248,1.09008,2,100,0,2128.92624,0,-2095.13376,4.464,0.144,6.7
3/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,2980.309,96.139,2,100,0,187759.467,0,-184779.158,393.7,12.7,7.2
3/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
3/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),1892.496215,61.048265,1.27,100,0,0,0,,393.7,12.7,
3/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,7.720643,0,,0.217,0.007,
3/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",44.704635,1.442085,0.03,100,0,10431.0815,0,-10386.37687,393.7,12.7,
3/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
3/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",65.1,2.1,3.852928225,100,0,434,0,-368.9,4.464,0.144,6.7
3/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",21830.76343,704.218175,14.65,100,0,0,0,,393.7,12.7,
3/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",23723.25964,765.26644,15.92,100,0,0,0,,393.7,12.7,
3/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",312.932445,10.094595,0.21,100,0,0,0,,393.7,12.7,
3/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,3.774297037,100,0,139.5,0,-136.4,0.217,0.007,7.8
3/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",124,4,7.338910906,100,0,1333,0,-1209,4.464,0.144,6.7
3/31/19,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
3/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1984,64,1.331405569,100,0,37200,0,-35216,393.7,12.7,7.2
3/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
3/31/19,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",,,,100,0,2953.4355,0,,26.01,0.289,7.6
3/31/19,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",26.84322,0.298258,2,100,0,402.6483,0,-375.80508,3.546,0.0394,8.6
3/31/19,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
4/30/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",12,0.4,13.21003963,100,0,114,0,-102,0.24,0.008,
4/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",45,1.5,4.128137384,100,0,660,0,-615,2.88,0.096,6.8
4/30/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",2520,84,1.999357349,100,0,17100,0,-14580,333,11.1,7.2
4/30/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,29.1,0,,0,0,
4/30/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.00790308,0,,0.24,0.008,7.8
4/30/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.31794,0.010598,1.4,100,0,0.40878,0,-0.09084,0.06,0.002,7.4
4/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,21.8016,0.72672,2,100,0,1373.5008,0,-1351.6992,2.88,0.096,6.8
4/30/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1260.405,42.0135,1,100,0,158811.03,0,-157550.625,333,11.1,7.2
4/30/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
4/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),3057.26562,101.908854,2.43,100,0,0,0,,332.4,11.08,
4/30/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",0.18168,0.006056,0.2,100,0,8.53896,0,-8.35728,0.24,0.008,
4/30/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",75.6243,2.52081,0.06,100,0,8822.835,0,-8747.2107,333,11.1,
4/30/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
4/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",15,0.5,1.376045795,100,0,420,0,-405,2.88,0.096,6.8
4/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",893.27514,29.775838,0.71,100,0,0,0,,332.4,11.08,
4/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",3950.54076,131.684692,3.14,100,0,0,0,,332.4,11.08,
4/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",289.37082,9.645694,0.23,100,0,0,0,,332.4,11.08,
4/30/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,3.302509908,100,0,135,0,-132,0.24,0.008,7.8
4/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",60,2,5.504183179,100,0,1290,0,-1230,2.88,0.096,6.8
4/30/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",1410,47,1.118688041,100,0,36000,0,-34590,333,11.1,7.2
4/30/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,51,0,,0,0,
